experiment,prompt_strategy,director_model,matcher_model,session_id,round,object_num,basket_id,left_extractor,left_gpt_model,right_extractor,right_gpt_model,left_re_words,right_re_words,word_count_delta_right_minus_left,multiset_jaccard,left_referring_expression,right_referring_expression
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,10,10,deterministic,,deterministic,,51,51,0,1.0,"a very shallow, round tray-like basket with a spiral/coiled pattern on the base, and one thin arched handle spanning across (attached at two opposite points). Much flatter than the others. Confirm when you’ve got it. the very flat tray with the spiral base (not a deeper handled basket).","a very shallow, round tray-like basket with a spiral/coiled pattern on the base, and one thin arched handle spanning across (attached at two opposite points). Much flatter than the others. Confirm when you’ve got it. the very flat tray with the spiral base (not a deeper handled basket)."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,11,11,deterministic,,deterministic,,50,50,0,1.0,"a deep round tub/bucket basket with TWO built-in side handles that rise up like little ears. It has a diagonal/chevron weave and a darker band near the bottom. Confirm when you find it. correct—no tall arch handle, just the two short ‘ear’ handles on the rim.","a deep round tub/bucket basket with TWO built-in side handles that rise up like little ears. It has a diagonal/chevron weave and a darker band near the bottom. Confirm when you find it. correct—no tall arch handle, just the two short ‘ear’ handles on the rim."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,12,12,deterministic,,deterministic,,46,46,0,1.0,"a light warm-brown basket with a single thick arched handle, and a rounded-square/rectangular shape. The sides are quite open/see-through with a lattice weave (you can see through the gaps), and the top rim flares slightly outward. Let me know when placed.","a light warm-brown basket with a single thick arched handle, and a rounded-square/rectangular shape. The sides are quite open/see-through with a lattice weave (you can see through the gaps), and the top rim flares slightly outward. Let me know when placed."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,2,2,deterministic,,deterministic,,42,42,0,1.0,"a deep, rounded bucket-shaped wicker basket with a single thick arched handle that’s very dark brown/almost black; the body has a tight small weave and a slightly darker band right under the rim. Confirm when you’ve got it.","a deep, rounded bucket-shaped wicker basket with a single thick arched handle that’s very dark brown/almost black; the body has a tight small weave and a slightly darker band right under the rim. Confirm when you’ve got it."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,3,3,deterministic,,deterministic,,43,43,0,1.0,"a rectangular picnic-style wicker basket with a tall central handle, and its lid is flipped open—hinged on the left and leaning up to the right side. More boxy than the others. Confirm when you spot the one with the open lid.","a rectangular picnic-style wicker basket with a tall central handle, and its lid is flipped open—hinged on the left and leaning up to the right side. More boxy than the others. Confirm when you spot the one with the open lid."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,4,4,deterministic,,deterministic,,59,59,0,1.0,"an oval, shallow ‘boat-shaped’ basket with a single arched handle. The weave is two-tone—pale/whitish sides with a tan/brown base—and the handle has small colored wrap accents (reddish/purple) where it meets the sides. Let me know when you’ve got it. you should see small reddish/purple wrap accents where the handle attaches.","an oval, shallow ‘boat-shaped’ basket with a single arched handle. The weave is two-tone—pale/whitish sides with a tan/brown base—and the handle has small colored wrap accents (reddish/purple) where it meets the sides. Let me know when you’ve got it. you should see small reddish/purple wrap accents where the handle attaches."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,5,5,deterministic,,deterministic,,35,35,0,1.0,a low rectangular basket with straight sides and a very thick twisted-rope style handle arching over it. The body has a checkered weave with lighter vertical strips. Confirm when you’ve got that one.,a low rectangular basket with straight sides and a very thick twisted-rope style handle arching over it. The body has a checkered weave with lighter vertical strips. Confirm when you’ve got that one.
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,6,6,deterministic,,deterministic,,40,40,0,1.0,"the round lidded wicker basket that looks like a cat face: bead eyes, a little nose with whiskers stitched on the lid, and it stands on four small feet. No big handle on top (unlike the mouse). Confirm when placed.","the round lidded wicker basket that looks like a cat face: bead eyes, a little nose with whiskers stitched on the lid, and it stands on four small feet. No big handle on top (unlike the mouse). Confirm when placed."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,7,7,deterministic,,deterministic,,41,41,0,1.0,a rectangular basket with one arched handle and a thick braided band around the top rim. The sides are distinctly green/teal vertical weaving with an orange-brown frame/base—very two-tone (green + tan). Confirm when you’ve got it.,a rectangular basket with one arched handle and a thick braided band around the top rim. The sides are distinctly green/teal vertical weaving with an orange-brown frame/base—very two-tone (green + tan). Confirm when you’ve got it.
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,8,8,deterministic,,deterministic,,57,57,0,1.0,"a short, squat oval basket with a single arched handle, made of dark gray/black wicker. It has a lighter tan band/base at the bottom (two-tone dark body + light base). Let me know when you’ve placed it. yes, the handle is dark gray/black too, and the basket is more oval/squat than round.","a short, squat oval basket with a single arched handle, made of dark gray/black wicker. It has a lighter tan band/base at the bottom (two-tone dark body + light base). Let me know when you’ve placed it. yes, the handle is dark gray/black too, and the basket is more oval/squat than round."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,1,9,9,deterministic,,deterministic,,48,48,0,1.0,"a tall cylindrical wicker basket (like a small hamper) with TWO small loop handles near the top rim—no big arch handle. Open top, vertical-sided, medium brown. Let me know when you spot it. ’s two loop handles are small and sit right up at the rim.","a tall cylindrical wicker basket (like a small hamper) with TWO small loop handles near the top rim—no big arch handle. Open top, vertical-sided, medium brown. Let me know when you spot it. ’s two loop handles are small and sit right up at the rim."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,2,1,1,deterministic,,deterministic,,115,115,0,1.0,"a light tan rectangular picnic basket with a flat lid; one tall central handle arches over the top, and there’s also a thinner strap/handle piece lying diagonally across the top toward the right. Please confirm when you’ve got it. the lid is slightly propped/open on the right side. It’s the rectangular lidded picnic basket with the tall center handle and that diagonal strap across the top. it’s the light tan rectangular picnic basket with a flat lid, one tall central handle arching over the top, and a thin diagonal strap/handle piece lying across the lid toward the right; the lid is slightly propped open on the right edge.","a light tan rectangular picnic basket with a flat lid; one tall central handle arches over the top, and there’s also a thinner strap/handle piece lying diagonally across the top toward the right. Please confirm when you’ve got it. the lid is slightly propped/open on the right side. It’s the rectangular lidded picnic basket with the tall center handle and that diagonal strap across the top. it’s the light tan rectangular picnic basket with a flat lid, one tall central handle arching over the top, and a thin diagonal strap/handle piece lying across the lid toward the right; the lid is slightly propped open on the right edge."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,2,10,10,deterministic,,deterministic,,85,85,0,1.0,"a deep, round tub-shaped wicker basket in medium brown with a thick braided/rope-like rim. It has TWO small loop handles sticking up on the left and right sides (no big arch handle). Please confirm when you’ve placed the round tub with two side loops as position 10. has two short loop handles right on the rim (one on each side), no tall arch handle. The body weave looks chunky and diagonal/chevron, and the top rim is a thick braided rope.","a deep, round tub-shaped wicker basket in medium brown with a thick braided/rope-like rim. It has TWO small loop handles sticking up on the left and right sides (no big arch handle). Please confirm when you’ve placed the round tub with two side loops as position 10. has two short loop handles right on the rim (one on each side), no tall arch handle. The body weave looks chunky and diagonal/chevron, and the top rim is a thick braided rope."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,2,11,11,deterministic,,deterministic,,49,49,0,1.0,"a small light-tan oval basket WITH a lid, and one arched handle. The handle is attached on both sides by noticeable reddish/purple leather-like straps. The lid has a central oval/leaf-shaped panel (slightly greenish). Find the only lidded handled basket with those colored strap attachments.","a small light-tan oval basket WITH a lid, and one arched handle. The handle is attached on both sides by noticeable reddish/purple leather-like straps. The lid has a central oval/leaf-shaped panel (slightly greenish). Find the only lidded handled basket with those colored strap attachments."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_2,2,12,12,deterministic,,deterministic,,55,55,0,1.0,"an open-top, warm reddish-brown wicker basket with a single arched handle. It’s a rounded-rectangle/oval shape with fairly tall sides, and the rim has a slightly scalloped/looped weave detail—no lid and no extra side loops. Please confirm you’ve placed the uniform reddish-brown handled basket as position 12.","an open-top, warm reddish-brown wicker basket with a single arched handle. It’s a rounded-rectangle/oval shape with fairly tall sides, and the rim has a slightly scalloped/looped weave detail—no lid and no extra side loops. Please confirm you’ve placed the uniform reddish-brown handled basket as position 12."
